source,target,length,max_speed,is_priority_road,is_one_way,patch_id,tags
N1-13,N1-14,500,50,false,false,0-4,
N1-14,N1-13,500,50,false,false,0-4,
N1-14,N1-15,500,50,false,false,0-4,
N1-15,N1-14,500,50,false,false,0-5,
N1-15,N1-16,500,50,false,false,0-5,
N1-16,N1-15,500,50,false,false,0-5,
N1-16,N1-17,500,50,false,false,0-5,
N1-17,N1-16,500,50,false,false,0-5,
N1-17,N1-18,500,50,false,false,0-5,
N1-18,N1-17,500,50,false,false,0-6,
N1-18,N1-19,500,50,false,false,0-6,
N1-19,N1-18,500,50,false,false,0-6,
N1-19,N1-20,500,50,false,false,0-6,
N1-20,N1-19,500,50,false,false,0-6,
N1-20,N1-21,500,50,false,false,0-6,
N1-21,N1-20,500,50,false,false,0-7,
N1-21,N1-22,500,50,false,false,0-7,
N1-22,N1-21,500,50,false,false,0-7,
N1-22,N1-23,500,50,false,false,0-7,
N1-23,N1-22,500,50,false,false,0-7,
N1-23,N1-24,500,50,false,false,0-7,
N1-24,N1-23,500,50,false,false,0-8,
N1-24,N1-25,500,50,false,false,0-8,
N1-25,N1-24,500,50,false,false,0-8,
N1-25,N1-26,500,50,false,false,0-8,
N1-26,N1-25,500,50,false,false,0-8,
N1-26,N1-27,500,50,false,false,0-8,
N1-27,N1-26,500,50,false,false,0-9,
N1-27,N1-28,500,50,false,false,0-9,
N1-28,N1-27,500,50,false,false,0-9,
N1-28,N1-29,500,50,false,false,0-9,
N1-29,N1-28,500,50,false,false,0-9,
N1-29,N1-30,500,50,false,false,0-9,
N1-30,N1-29,500,50,false,false,0-10,
N1-30,N1-31,500,50,false,false,0-10,
N1-31,N1-30,500,50,false,false,0-10,
N1-31,N1-32,500,50,false,false,0-10,
N1-32,N1-31,500,50,false,false,0-10,
N1-32,N1-33,500,50,false,false,0-10,
N1-33,N1-32,500,50,false,false,0-11,
N1-33,N1-34,500,50,false,false,0-11,
N1-34,N1-33,500,50,false,false,0-11,
N1-34,N1-35,500,50,false,false,0-11,
N1-35,N1-34,500,50,false,false,0-11,
N1-35,N1-36,500,50,false,false,0-11,
N1-36,N1-35,500,50,false,false,0-12,
N1-36,N1-37,500,50,false,false,0-12,
N1-37,N1-36,500,50,false,false,0-12,
N1-37,N1-38,500,50,false,false,0-12,
N1-38,N1-37,500,50,false,false,0-12,
N1-38,N1-39,500,50,false,false,0-12,
N1-39,N1-38,500,50,false,false,0-13,
N1-39,N1-40,500,50,false,false,0-13,
N1-40,N1-39,500,50,false,false,0-13,
N1-40,N1-41,500,50,false,false,0-13,
N1-41,N1-40,500,50,false,false,0-13,
N2-0,N2-1,500,50,false,false,0-0,
N2-1,N2-0,500,50,false,false,0-0,
N2-1,N2-2,500,50,false,false,0-0,
N2-2,N2-1,500,50,false,false,0-0,
N2-2,N2-3,500,50,false,false,0-0,
N2-3,N2-2,500,50,false,false,0-1,
N2-3,N2-4,500,50,false,false,0-1,
N2-4,N2-3,500,50,false,false,0-1,
N2-4,N2-5,500,50,false,false,0-1,
N2-5,N2-4,500,50,false,false,0-1,
N2-5,N2-6,500,50,false,false,0-1,
N2-6,N2-5,500,50,false,false,0-2,
N2-6,N2-7,500,50,false,false,0-2,
N2-7,N2-6,500,50,false,false,0-2,
N2-7,N2-8,500,50,false,false,0-2,
N2-8,N2-7,500,50,false,false,0-2,
N2-8,N2-9,500,50,false,false,0-2,
N2-9,N2-8,500,50,false,false,0-3,
N2-9,N2-10,500,50,false,false,0-3,
N2-10,N2-9,500,50,false,false,0-3,
N2-10,N2-11,500,50,false,false,0-3,
N2-11,N2-10,500,50,false,false,0-3,
N2-11,N2-12,500,50,false,false,0-3,
N2-12,N2-11,500,50,false,false,0-4,
N2-12,N2-13,500,50,false,false,0-4,
N2-13,N2-12,500,50,false,false,0-4,
N2-13,N2-14,500,50,false,false,0-4,
N2-14,N2-13,500,50,false,false,0-4,
N2-14,N2-15,500,50,false,false,0-4,
N2-15,N2-14,500,50,false,false,0-5,
N2-15,N2-16,500,50,false,false,0-5,
N2-16,N2-15,500,50,false,false,0-5,
N2-16,N2-17,500,50,false,false,0-5,
N2-17,N2-16,500,50,false,false,0-5,
N2-17,N2-18,500,50,false,false,0-5,
N2-18,N2-17,500,50,false,false,0-6,
N2-18,N2-19,500,50,false,false,0-6,
N2-19,N2-18,500,50,false,false,0-6,
N2-19,N2-20,500,50,false,false,0-6,
N2-20,N2-19,500,50,false,false,0-6,
N2-20,N2-21,500,50,false,false,0-6,
N2-21,N2-20,500,50,false,false,0-7,
N2-21,N2-22,500,50,false,false,0-7,
N2-22,N2-21,500,50,false,false,0-7,
N2-22,N2-23,500,50,false,false,0-7,
N2-23,N2-22,500,50,false,false,0-7,
N2-23,N2-24,500,50,false,false,0-7,
N2-24,N2-23,500,50,false,false,0-8,
N2-24,N2-25,500,50,false,false,0-8,
N2-25,N2-24,500,50,false,false,0-8,
N2-25,N2-26,500,50,false,false,0-8,
N2-26,N2-25,500,50,false,false,0-8,
N2-26,N2-27,500,50,false,false,0-8,
N2-27,N2-26,500,50,false,false,0-9,
N2-27,N2-28,500,50,false,false,0-9,
N2-28,N2-27,500,50,false,false,0-9,
N2-28,N2-29,500,50,false,false,0-9,
N2-29,N2-28,500,50,false,false,0-9,
N2-29,N2-30,500,50,false,false,0-9,
N2-30,N2-29,500,50,false,false,0-10,
N2-30,N2-31,500,50,false,false,0-10,
N2-31,N2-30,500,50,false,false,0-10,
N2-31,N2-32,500,50,false,false,0-10,
N2-32,N2-31,500,50,false,false,0-10,
N2-32,N2-33,500,50,false,false,0-10,
N2-33,N2-32,500,50,false,false,0-11,
N2-33,N2-34,500,50,false,false,0-11,
N2-34,N2-33,500,50,false,false,0-11,
N2-34,N2-35,500,50,false,false,0-11,
N2-35,N2-34,500,50,false,false,0-11,
N2-35,N2-36,500,50,false,false,0-11,
N2-36,N2-35,500,50,false,false,0-12,
N2-36,N2-37,500,50,false,false,0-12,
N2-37,N2-36,500,50,false,false,0-12,
N2-37,N2-38,500,50,false,false,0-12,
N2-38,N2-37,500,50,false,false,0-12,
N2-38,N2-39,500,50,false,false,0-12,
N2-39,N2-38,500,50,false,false,0-13,
N2-39,N2-40,500,50,false,false,0-13,
N2-40,N2-39,500,50,false,false,0-13,
N2-40,N2-41,500,50,false,false,0-13,
N2-41,N2-40,500,50,false,false,0-13,
N3-0,N3-1,500,50,false,false,1-0,
N3-1,N3-0,500,50,false,false,1-0,
N3-1,N3-2,500,50,false,false,1-0,
N3-2,N3-1,500,50,false,false,1-0,
N3-2,N3-3,500,50,false,false,1-0,
N3-3,N3-2,500,50,false,false,1-1,
N3-3,N3-4,500,50,false,false,1-1,
N3-4,N3-3,500,50,false,false,1-1,
N3-4,N3-5,500,50,false,false,1-1,
N3-5,N3-4,500,50,false,false,1-1,
N3-5,N3-6,500,50,false,false,1-1,
N3-6,N3-5,500,50,false,false,1-2,
N3-6,N3-7,500,50,false,false,1-2,
N3-7,N3-6,500,50,false,false,1-2,
N3-7,N3-8,500,50,false,false,1-2,
N3-8,N3-7,500,50,false,false,1-2,
N3-8,N3-9,500,50,false,false,1-2,
N3-9,N3-8,500,50,false,false,1-3,
N3-9,N3-10,500,50,false,false,1-3,
N3-10,N3-9,500,50,false,false,1-3,
N3-10,N3-11,500,50,false,false,1-3,
N3-11,N3-10,500,50,false,false,1-3,
N3-11,N3-12,500,50,false,false,1-3,
N3-12,N3-11,500,50,false,false,1-4,
N3-12,N3-13,500,50,false,false,1-4,
N3-13,N3-12,500,50,false,false,1-4,
N3-13,N3-14,500,50,false,false,1-4,
N3-14,N3-13,500,50,false,false,1-4,
N3-14,N3-15,500,50,false,false,1-4,
N3-15,N3-14,500,50,false,false,1-5,
N3-15,N3-16,500,50,false,false,1-5,
N3-16,N3-15,500,50,false,false,1-5,
N3-16,N3-17,500,50,false,false,1-5,
N3-17,N3-16,500,50,false,false,1-5,
N3-17,N3-18,500,50,false,false,1-5,
N3-18,N3-17,500,50,false,false,1-6,
N3-18,N3-19,500,50,false,false,1-6,
N3-19,N3-18,500,50,false,false,1-6,
N3-19,N3-20,500,50,false,false,1-6,
N3-20,N3-19,500,50,false,false,1-6,
N3-20,N3-21,500,50,false,false,1-6,
N3-21,N3-20,500,50,false,false,1-7,
N3-21,N3-22,500,50,false,false,1-7,
N3-22,N3-21,500,50,false,false,1-7,
N3-22,N3-23,500,50,false,false,1-7,
N3-23,N3-22,500,50,false,false,1-7,
N3-23,N3-24,500,50,false,false,1-7,
N3-24,N3-23,500,50,false,false,1-8,
N3-24,N3-25,500,50,false,false,1-8,
N3-25,N3-24,500,50,false,false,1-8,
N3-25,N3-26,500,50,false,false,1-8,
N3-26,N3-25,500,50,false,false,1-8,
N3-26,N3-27,500,50,false,false,1-8,
N3-27,N3-26,500,50,false,false,1-9,
N3-27,N3-28,500,50,false,false,1-9,
N3-28,N3-27,500,50,false,false,1-9,
N3-28,N3-29,500,50,false,false,1-9,
N3-29,N3-28,500,50,false,false,1-9,
N3-29,N3-30,500,50,false,false,1-9,
N3-30,N3-29,500,50,false,false,1-10,
N3-30,N3-31,500,50,false,false,1-10,
N3-31,N3-30,500,50,false,false,1-10,
N3-31,N3-32,500,50,false,false,1-10,
N3-32,N3-31,500,50,false,false,1-10,
N3-32,N3-33,500,50,false,false,1-10,
N3-33,N3-32,500,50,false,false,1-11,
N3-33,N3-34,500,50,false,false,1-11,
N3-34,N3-33,500,50,false,false,1-11,
N3-34,N3-35,500,50,false,false,1-11,
N3-35,N3-34,500,50,false,false,1-11,
N3-35,N3-36,500,50,false,false,1-11,
N3-36,N3-35,500,50,false,false,1-12,
N3-36,N3-37,500,50,false,false,1-12,
N3-37,N3-36,500,50,false,false,1-12,
N3-37,N3-38,500,50,false,false,1-12,
N3-38,N3-37,500,50,false,false,1-12,
N3-38,N3-39,500,50,false,false,1-12,
N3-39,N3-38,500,50,false,false,1-13,
N3-39,N3-40,500,50,false,false,1-13,
N3-40,N3-39,500,50,false,false,1-13,
N3-40,N3-41,500,50,false,false,1-13,
N3-41,N3-40,500,50,false,false,1-13,
N4-0,N4-1,500,50,false,false,1-0,
N4-1,N4-0,500,50,false,false,1-0,
N4-1,N4-2,500,50,false,false,1-0,
N4-2,N4-1,500,50,false,false,1-0,
N4-2,N4-3,500,50,false,false,1-0,
N4-3,N4-2,500,50,false,false,1-1,
N4-3,N4-4,500,50,false,false,1-1,
N4-4,N4-3,500,50,false,false,1-1,
N4-4,N4-5,500,50,false,false,1-1,
N4-5,N4-4,500,50,false,false,1-1,
N4-5,N4-6,500,50,false,false,1-1,
N4-6,N4-5,500,50,false,false,1-2,
N4-6,N4-7,500,50,false,false,1-2,
N4-7,N4-6,500,50,false,false,1-2,
N4-7,N4-8,500,50,false,false,1-2,
N4-8,N4-7,500,50,false,false,1-2,
N4-8,N4-9,500,50,false,false,1-2,
N4-9,N4-8,500,50,false,false,1-3,
N4-9,N4-10,500,50,false,false,1-3,
N4-10,N4-9,500,50,false,false,1-3,
N4-10,N4-11,500,50,false,false,1-3,
N4-11,N4-10,500,50,false,false,1-3,
N4-11,N4-12,500,50,false,false,1-3,
N4-12,N4-11,500,50,false,false,1-4,
N4-12,N4-13,500,50,false,false,1-4,
N4-13,N4-12,500,50,false,false,1-4,
N4-13,N4-14,500,50,false,false,1-4,
N4-14,N4-13,500,50,false,false,1-4,
N4-14,N4-15,500,50,false,false,1-4,
N4-15,N4-14,500,50,false,false,1-5,
N4-15,N4-16,500,50,false,false,1-5,
N4-16,N4-15,500,50,false,false,1-5,
N4-16,N4-17,500,50,false,false,1-5,
N4-17,N4-16,500,50,false,false,1-5,
N4-17,N4-18,500,50,false,false,1-5,
N4-18,N4-17,500,50,false,false,1-6,
N4-18,N4-19,500,50,false,false,1-6,
N4-19,N4-18,500,50,false,false,1-6,
N4-19,N4-20,500,50,false,false,1-6,
N4-20,N4-19,500,50,false,false,1-6,
N4-20,N4-21,500,50,false,false,1-6,
N4-21,N4-20,500,50,false,false,1-7,
N4-21,N4-22,500,50,false,false,1-7,
N4-22,N4-21,500,50,false,false,1-7,
N4-22,N4-23,500,50,false,false,1-7,
N4-23,N4-22,500,50,false,false,1-7,
N4-23,N4-24,500,50,false,false,1-7,
N4-24,N4-23,500,50,false,false,1-8,
N4-24,N4-25,500,50,false,false,1-8,
N4-25,N4-24,500,50,false,false,1-8,
N4-25,N4-26,500,50,false,false,1-8,
N4-26,N4-25,500,50,false,false,1-8,
N4-26,N4-27,500,50,false,false,1-8,
N4-27,N4-26,500,50,false,false,1-9,
N4-27,N4-28,500,50,false,false,1-9,
N4-28,N4-27,500,50,false,false,1-9,
N4-28,N4-29,500,50,false,false,1-9,
N4-29,N4-28,500,50,false,false,1-9,
N4-29,N4-30,500,50,false,false,1-9,
N4-30,N4-29,500,50,false,false,1-10,
N4-30,N4-31,500,50,false,false,1-10,
N4-31,N4-30,500,50,false,false,1-10,
N4-31,N4-32,500,50,false,false,1-10,
N4-32,N4-31,500,50,false,false,1-10,
N4-32,N4-33,500,50,false,false,1-10,
N4-33,N4-32,500,50,false,false,1-11,
N4-33,N4-34,500,50,false,false,1-11,
N4-34,N4-33,500,50,false,false,1-11,
N4-34,N4-35,500,50,false,false,1-11,
N4-35,N4-34,500,50,false,false,1-11,
N4-35,N4-36,500,50,false,false,1-11,
N4-36,N4-35,500,50,false,false,1-12,
N4-36,N4-37,500,50,false,false,1-12,
N4-37,N4-36,500,50,false,false,1-12,
N4-37,N4-38,500,50,false,false,1-12,
N4-38,N4-37,500,50,false,false,1-12,
N4-38,N4-39,500,50,false,false,1-12,
N4-39,N4-38,500,50,false,false,1-13,
N4-39,N4-40,500,50,false,false,1-13,
N4-40,N4-39,500,50,false,false,1-13,
N4-40,N4-41,500,50,false,false,1-13,
N4-41,N4-40,500,50,false,false,1-13,
N5-0,N5-1,500,50,false,false,1-0,
N5-1,N5-0,500,50,false,false,1-0,
N5-1,N5-2,500,50,false,false,1-0,
N5-2,N5-1,500,50,false,false,1-0,
N5-2,N5-3,500,50,false,false,1-0,
N5-3,N5-2,500,50,false,false,1-1,
N5-3,N5-4,500,50,false,false,1-1,
N5-4,N5-3,500,50,false,false,1-1,
N5-4,N5-5,500,50,false,false,1-1,
N5-5,N5-4,500,50,false,false,1-1,
N5-5,N5-6,500,50,false,false,1-1,
N5-6,N5-5,500,50,false,false,1-2,
N5-6,N5-7,500,50,false,false,1-2,
N5-7,N5-6,500,50,false,false,1-2,
N5-7,N5-8,500,50,false,false,1-2,
N5-8,N5-7,500,50,false,false,1-2,
N5-8,N5-9,500,50,false,false,1-2,
N5-9,N5-8,500,50,false,false,1-3,
N5-9,N5-10,500,50,false,false,1-3,
N5-10,N5-9,500,50,false,false,1-3,
N5-10,N5-11,500,50,false,false,1-3,
N5-11,N5-10,500,50,false,false,1-3,
N5-11,N5-12,500,50,false,false,1-3,
N5-12,N5-11,500,50,false,false,1-4,
N5-12,N5-13,500,50,false,false,1-4,
N5-13,N5-12,500,50,false,false,1-4,
N5-13,N5-14,500,50,false,false,1-4,
N5-14,N5-13,500,50,false,false,1-4,
N5-14,N5-15,500,50,false,false,1-4,
N5-15,N5-14,500,50,false,false,1-5,
N5-15,N5-16,500,50,false,false,1-5,
N5-16,N5-15,500,50,false,false,1-5,
N5-16,N5-17,500,50,false,false,1-5,
N5-17,N5-16,500,50,false,false,1-5,
N5-17,N5-18,500,50,false,false,1-5,
N5-18,N5-17,500,50,false,false,1-6,
N5-18,N5-19,500,50,false,false,1-6,
N5-19,N5-18,500,50,false,false,1-6,
N5-19,N5-20,500,50,false,false,1-6,
N5-20,N5-19,500,50,false,false,1-6,
N5-20,N5-21,500,50,false,false,1-6,
N5-21,N5-20,500,50,false,false,1-7,
N5-21,N5-22,500,50,false,false,1-7,
N5-22,N5-21,500,50,false,false,1-7,
N5-22,N5-23,500,50,false,false,1-7,
N5-23,N5-22,500,50,false,false,1-7,
N5-23,N5-24,500,50,false,false,1-7,
N5-24,N5-23,500,50,false,false,1-8,
N5-24,N5-25,500,50,false,false,1-8,
N5-25,N5-24,500,50,false,false,1-8,
N5-25,N5-26,500,50,false,false,1-8,
N5-26,N5-25,500,50,false,false,1-8,
N5-26,N5-27,500,50,false,false,1-8,
N5-27,N5-26,500,50,false,false,1-9,
N5-27,N5-28,500,50,false,false,1-9,
N5-28,N5-27,500,50,false,false,1-9,
N5-28,N5-29,500,50,false,false,1-9,
N5-29,N5-28,500,50,false,false,1-9,
N5-29,N5-30,500,50,false,false,1-9,
N5-30,N5-29,500,50,false,false,1-10,
N5-30,N5-31,500,50,false,false,1-10,
N5-31,N5-30,500,50,false,false,1-10,
N5-31,N5-32,500,50,false,false,1-10,
N5-32,N5-31,500,50,false,false,1-10,
N5-32,N5-33,500,50,false,false,1-10,
N5-33,N5-32,500,50,false,false,1-11,
N5-33,N5-34,500,50,false,false,1-11,
N5-34,N5-33,500,50,false,false,1-11,
N5-34,N5-35,500,50,false,false,1-11,
N5-35,N5-34,500,50,false,false,1-11,
N5-35,N5-36,500,50,false,false,1-11,
N5-36,N5-35,500,50,false,false,1-12,
N5-36,N5-37,500,50,false,false,1-12,
N5-37,N5-36,500,50,false,false,1-12,
N5-37,N5-38,500,50,false,false,1-12,
N5-38,N5-37,500,50,false,false,1-12,
N5-38,N5-39,500,50,false,false,1-12,
N5-39,N5-38,500,50,false,false,1-13,
N5-39,N5-40,500,50,false,false,1-13,
N5-40,N5-39,500,50,false,false,1-13,
N5-40,N5-41,500,50,false,false,1-13,
N5-41,N5-40,500,50,false,false,1-13,
N6-0,N6-1,500,50,false,false,2-0,
N6-1,N6-0,500,50,false,false,2-0,
N6-1,N6-2,500,50,false,false,2-0,
N6-2,N6-1,500,50,false,false,2-0,
N6-2,N6-3,500,50,false,false,2-0,
N6-3,N6-2,500,50,false,false,2-1,
N6-3,N6-4,500,50,false,false,2-1,
N6-4,N6-3,500,50,false,false,2-1,
N6-4,N6-5,500,50,false,false,2-1,
N6-5,N6-4,500,50,false,false,2-1,
N6-5,N6-6,500,50,false,false,2-1,
N6-6,N6-5,500,50,false,false,2-2,
N6-6,N6-7,500,50,false,false,2-2,
N6-7,N6-6,500,50,false,false,2-2,
N6-7,N6-8,500,50,false,false,2-2,
N6-8,N6-7,500,50,false,false,2-2,
N6-8,N6-9,500,50,false,false,2-2,
N6-9,N6-8,500,50,false,false,2-3,
N6-9,N6-10,500,50,false,false,2-3,
N6-10,N6-9,500,50,false,false,2-3,
N6-10,N6-11,500,50,false,false,2-3,
N6-11,N6-10,500,50,false,false,2-3,
N6-11,N6-12,500,50,false,false,2-3,
N6-12,N6-11,500,50,false,false,2-4,
N6-12,N6-13,500,50,false,false,2-4,
N6-13,N6-12,500,50,false,false,2-4,
N6-13,N6-14,500,50,false,false,2-4,
N6-14,N6-13,500,50,false,false,2-4,
N6-14,N6-15,500,50,false,false,2-4,
N6-15,N6-14,500,50,false,false,2-5,
N6-15,N6-16,500,50,false,false,2-5,
N6-16,N6-15,500,50,false,false,2-5,
N6-16,N6-17,500,50,false,false,2-5,
N6-17,N6-16,500,50,false,false,2-5,
N6-17,N6-18,500,50,false,false,2-5,
N6-18,N6-17,500,50,false,false,2-6,
N6-18,N6-19,500,50,false,false,2-6,
N6-19,N6-18,500,50,false,false,2-6,
N6-19,N6-20,500,50,false,false,2-6,
N6-20,N6-19,500,50,false,false,2-6,
N6-20,N6-21,500,50,false,false,2-6,
N6-21,N6-20,500,50,false,false,2-7,
N6-21,N6-22,500,50,false,false,2-7,
N6-22,N6-21,500,50,false,false,2-7,
N6-22,N6-23,500,50,false,false,2-7,
N6-23,N6-22,500,50,false,false,2-7,
N6-23,N6-24,500,50,false,false,2-7,
N6-24,N6-23,500,50,false,false,2-8,
N6-24,N6-25,500,50,false,false,2-8,
N6-25,N6-24,500,50,false,false,2-8,
N6-25,N6-26,500,50,false,false,2-8,
N6-26,N6-25,500,50,false,false,2-8,
N6-26,N6-27,500,50,false,false,2-8,
N6-27,N6-26,500,50,false,false,2-9,
N6-27,N6-28,500,50,false,false,2-9,
N6-28,N6-27,500,50,false,false,2-9,
N6-28,N6-29,500,50,false,false,2-9,
N6-29,N6-28,500,50,false,false,2-9,
N6-29,N6-30,500,50,false,false,2-9,
N6-30,N6-29,500,50,false,false,2-10,
N6-30,N6-31,500,50,false,false,2-10,
N6-31,N6-30,500,50,false,false,2-10,
N6-31,N6-32,500,50,false,false,2-10,
N6-32,N6-31,500,50,false,false,2-10,
N6-32,N6-33,500,50,false,false,2-10,
N6-33,N6-32,500,50,false,false,2-11,
N6-33,N6-34,500,50,false,false,2-11,
N6-34,N6-33,500,50,false,false,2-11,
N6-34,N6-35,500,50,false,false,2-11,
N6-35,N6-34,500,50,false,false,2-11,
N6-35,N6-36,500,50,false,false,2-11,
N6-36,N6-35,500,50,false,false,2-12,
N6-36,N6-37,500,50,false,false,2-12,
N6-37,N6-36,500,50,false,false,2-12,
N6-37,N6-38,500,50,false,false,2-12,
N6-38,N6-37,500,50,false,false,2-12,
N6-38,N6-39,500,50,false,false,2-12,
N6-39,N6-38,500,50,false,false,2-13,
N6-39,N6-40,500,50,false,false,2-13,
N6-40,N6-39,500,50,false,false,2-13,
N6-40,N6-41,500,50,false,false,2-13,
N6-41,N6-40,500,50,false,false,2-13,
N7-0,N7-1,500,50,false,false,2-0,
N7-1,N7-0,500,50,false,false,2-0,
N7-1,N7-2,500,50,false,false,2-0,
N7-2,N7-1,500,50,false,false,2-0,
N7-2,N7-3,500,50,false,false,2-0,
N7-3,N7-2,500,50,false,false,2-1,
N7-3,N7-4,500,50,false,false,2-1,
N7-4,N7-3,500,50,false,false,2-1,
N7-4,N7-5,500,50,false,false,2-1,
N7-5,N7-4,500,50,false,false,2-1,
N7-5,N7-6,500,50,false,false,2-1,
N7-6,N7-5,500,50,false,false,2-2,
N7-6,N7-7,500,50,false,false,2-2,
N7-7,N7-6,500,50,false,false,2-2,
N7-7,N7-8,500,50,false,false,2-2,
N7-8,N7-7,500,50,false,false,2-2,
N7-8,N7-9,500,50,false,false,2-2,
N7-9,N7-8,500,50,false,false,2-3,
N7-9,N7-10,500,50,false,false,2-3,
N7-10,N7-9,500,50,false,false,2-3,
N7-10,N7-11,500,50,false,false,2-3,
N7-11,N7-10,500,50,false,false,2-3,
N7-11,N7-12,500,50,false,false,2-3,
N7-12,N7-11,500,50,false,false,2-4,
N7-12,N7-13,500,50,false,false,2-4,
N7-13,N7-12,500,50,false,false,2-4,
N7-13,N7-14,500,50,false,false,2-4,
N7-14,N7-13,500,50,false,false,2-4,
N7-14,N7-15,500,50,false,false,2-4,
N7-15,N7-14,500,50,false,false,2-5,
N7-15,N7-16,500,50,false,false,2-5,
